OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;STRZUSTAND
5906;1,12002E+19;11;0;12;12;2020;2;19;7;3;6;2;2;0;1;1;0;0;0;795752,4036;5832686,916;13,36420008;52,56368314;1
5907;1,12005E+19;11;0;1;1;2020;5;13;3;3;3;6;0;0;1;0;0;0;0;796180,5359;5831027,83;13,36901738;52,54857845;0
5908;1,12008E+19;11;0;4;4;2020;8;10;7;3;2;6;0;0;1;0;0;0;0;790498,7092;5826372,108;13,28139242;52,50989961;1
5909;1,12007E+19;11;0;4;4;2020;7;19;3;3;2;6;0;0;1;0;0;0;0;790685,8072;5828877,047;13,28633068;52,53225673;0
5910;1,12006E+19;11;0;3;3;2020;6;15;2;3;2;6;0;1;0;0;0;0;0;802791,8977;5832852,201;13,46788816;52,56129549;0
5911;1,12002E+19;11;0;12;12;2020;2;20;6;2;1;5;2;0;1;0;0;0;0;794740,4431;5833779,613;13,35028517;52,57402703;0
5912;1,12009E+19;11;0;12;12;2020;9;10;7;3;8;1;0;0;1;0;0;0;0;787751,5425;5838272,58;13,25134755;52,61804814;1
5913;1,12012E+19;11;0;2;2;2020;12;2;2;3;3;6;2;1;0;0;0;0;0;797758,9812;5825536,025;13,38731043;52,49849077;0
5914;1,12006E+19;11;0;2;2;2020;6;11;4;3;2;6;0;1;0;0;0;0;0;802449,2352;5827716,958;13,45817459;52,51545936;0
5915;8,2001E+18;8;3;17;96;2020;1;2;4;2;8;1;2;1;0;0;0;0;0;421656,6024;5368802,413;7,940139549;48,4674724;2
5916;1,12002E+19;11;0;1;1;2020;2;18;6;3;5;5;0;0;1;0;0;0;0;798700,4517;5827911,345;13,40326956;52,51926778;0
5917;1,12011E+19;11;0;1;1;2020;11;13;6;3;0;7;0;0;0;0;1;0;0;796315,137;5830077,165;13,37014858;52,53998353;1
5918;1,12009E+19;11;0;4;4;2020;9;18;7;3;5;2;0;0;1;0;1;0;0;793299,5852;5826825,966;13,32294487;52,51246954;0
5919;1,12007E+19;11;0;2;2;2020;7;12;6;2;3;6;0;1;0;0;0;0;0;802034,4726;5828096,355;13,45242538;52,51908975;0
5920;1,12002E+19;11;0;12;12;2020;2;13;6;3;2;6;0;0;1;0;0;0;0;790527,6;5835238,853;13,28957478;52,58937421;0
5921;1,1201E+19;11;0;9;9;2020;10;22;2;3;3;6;2;0;1;0;1;0;0;802602,4304;5825052,124;13,45800355;52,49148962;0
5922;1,12008E+19;11;0;5;5;2020;8;15;2;3;2;6;0;0;1;0;0;0;0;783295,694;5826442,667;13,1756041;52,51432092;0
5923;1,12007E+19;11;0;2;2;2020;7;21;1;3;5;2;0;1;1;0;0;0;0;801681,43;5828880,887;13,44794967;52,52631697;0
5924;1,12006E+19;11;0;2;2;2020;6;13;4;3;3;6;0;1;1;0;0;0;0;803085,262;5827634,511;13,46744374;52,51436734;0
5925;1,12011E+19;11;0;1;1;2020;11;13;1;3;5;3;0;0;1;0;0;0;0;795861,8959;5832068,217;13,36525906;52,55807764;1
5926;1,12002E+19;11;0;12;12;2020;2;10;6;3;5;3;0;0;1;0;0;1;0;795695,3591;5832850,422;13,36350669;52,5651798;1
5927;1,12009E+19;11;0;3;3;2020;9;17;3;3;2;7;0;1;0;0;1;0;0;797166,885;5838894,688;13,39057506;52,61855745;0
5928;1,12011E+19;11;0;3;3;2020;11;20;7;3;2;6;2;0;1;0;0;0;1;799090,4461;5832360,832;13,41300525;52,55893691;0
5929;1,12006E+19;11;0;4;4;2020;6;15;5;3;4;6;0;0;1;0;0;0;1;789016,667;5826138,264;13,25941266;52,50859037;0
5930;1,12002E+19;11;0;7;7;2020;2;12;6;3;0;6;0;1;1;0;0;0;0;798837,3288;5817269,976;13,39574825;52,42380666;0
5931;1,12008E+19;11;0;1;1;2020;8;18;2;3;2;6;0;0;1;0;0;0;0;798181,3363;5826924,266;13,394757;52,51070399;0
5932;1,12007E+19;11;0;4;4;2020;7;14;4;3;3;6;0;1;0;0;1;0;0;791549,2244;5826541,988;13,29697658;52,51086212;0
5933;1,12002E+19;11;0;2;2;2020;2;6;6;3;5;3;2;1;1;0;0;0;0;801829,6762;5826229,845;13,44772363;52,50247348;1
5934;1,1201E+19;11;0;4;4;2020;10;9;3;3;3;6;0;0;1;0;0;0;0;791297,1082;5826501,699;13,29323686;52,51063562;0
5935;1,12012E+19;11;0;4;4;2020;12;12;3;3;5;7;0;0;1;0;0;0;0;792258,991;5826682,982;13,30752915;52,51174628;0
5936;1,12008E+19;11;0;5;5;2020;8;16;4;3;5;2;0;1;1;0;0;0;0;780171,3534;5822272,634;13,12617614;52,47854284;0
5937;1,12007E+19;11;0;2;2;2020;7;9;2;3;5;2;0;1;1;0;0;0;0;803483,9341;5827594,541;13,47326423;52,51378742;0
5938;1,12005E+19;11;0;7;7;2020;5;7;5;3;0;5;0;0;0;0;1;0;1;797835,1883;5822247,233;13,38549136;52,46896893;0
5939;1,1201E+19;11;0;7;7;2020;10;8;2;3;2;6;0;0;1;0;0;0;1;797826,0562;5822437,133;13,38552685;52,47067615;1
5940;8,2001E+18;8;3;25;11;2020;1;23;6;2;0;1;2;0;0;0;0;0;1;474781,6709;5343964,337;8,660298208;48,24839201;1
5941;1,12002E+19;11;0;1;1;2020;2;23;5;3;5;2;2;0;1;0;0;0;0;799118,5335;5827656,139;13,40918341;52,51675108;1
5942;1,12009E+19;11;0;3;3;2020;9;2;5;3;2;6;2;1;1;0;0;0;0;801391,4923;5829229,51;13,44400486;52,52960206;0
5943;1,12011E+19;11;0;1;1;2020;11;16;4;2;6;7;0;0;0;1;0;0;1;796163,637;5831089,953;13,3688243;52,54914451;0
5944;1,12005E+19;11;0;2;2;2020;5;21;3;3;0;1;1;1;0;0;0;0;0;797789,9112;5825525,711;13,38775549;52,49838143;0
5945;1,12008E+19;11;0;10;10;2020;8;14;3;3;5;2;0;1;1;0;0;0;0;811523,2763;5827129,606;13,59091864;52,50508923;0
5946;1,12006E+19;11;0;1;1;2020;6;17;5;3;0;2;0;1;1;0;0;0;0;795870,3788;5829571,033;13,36315918;52,5356882;0
5947;1,12006E+19;11;0;7;7;2020;6;15;6;3;2;6;0;0;1;0;0;0;0;797990,5187;5819810,735;13,38559653;52,44704371;0
5948;1,12002E+19;11;0;12;12;2020;2;0;5;3;3;6;2;0;1;0;0;0;0;792160,8967;5837901,551;13,31596572;52,61236925;1
5949;1,12009E+19;11;0;4;4;2020;9;15;3;2;2;6;0;0;1;0;0;0;1;790164,7848;5825345,028;13,27559073;52,50086943;0
5950;1,12007E+19;11;0;6;6;2020;7;13;5;3;1;7;0;0;1;0;0;0;0;779169,5786;5814994,663;13,10538185;52,41379324;0
5951;1,12002E+19;11;0;2;2;2020;2;21;5;3;2;6;2;0;1;0;0;0;0;801629,2842;5828911,472;13,4472111;52,52661995;0
5952;1,1201E+19;11;0;4;4;2020;10;16;4;2;3;6;0;0;1;0;1;0;0;786884,0046;5825817,378;13,2277991;52,50683915;1
5953;1,12012E+19;11;0;1;1;2020;12;16;4;3;5;3;2;0;1;0;0;0;0;799107,7404;5827694,722;13,40905951;52,51710283;1
5954;1,12008E+19;11;0;6;6;2020;8;13;5;3;5;3;0;1;1;0;0;0;0;785696,313;5816404,226;13,20228849;52,42306405;0
5955;1,12007E+19;11;0;10;10;2020;7;17;2;3;2;6;0;0;1;0;0;0;0;813235,7406;5827203,662;13,61613615;52,5047725;0
5956;1,12005E+19;11;0;7;7;2020;5;16;6;3;3;2;0;0;1;0;0;1;0;797831,6904;5822312,263;13,38549807;52,46955376;0
5957;1,1201E+19;11;0;3;3;2020;10;20;2;2;8;1;2;0;1;0;0;1;0;803109,9766;5840249,414;13,47933584;52,62741682;1
5958;1,12002E+19;11;0;1;1;2020;2;18;5;2;6;4;1;1;0;1;0;0;0;796175,3047;5825767,018;13,36425501;52,50142319;1
5959;1,12009E+19;11;0;7;7;2020;9;0;7;3;1;5;2;0;1;0;0;0;1;796015,0204;5825183,857;13,3613823;52,49628263;0
5960;1,12011E+19;11;0;8;8;2020;11;18;5;3;2;6;2;0;1;0;0;1;0;802070,6003;5821844,774;13,447289;52,46303633;1
5961;1,12005E+19;11;0;7;7;2020;5;19;3;3;1;5;1;1;1;0;0;0;0;797915,4596;5820251,62;13,38488859;52,45103668;0
5962;1,12008E+19;11;0;1;1;2020;8;18;4;3;2;6;0;0;1;0;0;0;0;796224,2399;5830181,775;13,36890551;52,54097067;1
5963;1,12006E+19;11;0;3;3;2020;6;10;6;3;3;6;0;1;0;0;0;0;0;799249,8171;5830357,973;13,4135442;52,54089689;0
5964;1,12002E+19;11;0;12;12;2020;2;18;5;3;5;3;2;1;1;0;0;0;0;791832,3402;5839223,651;13,31229371;52,62439779;1
5965;1,1201E+19;11;0;2;2;2020;10;14;5;2;0;6;0;0;0;0;1;0;1;802399,677;5826011,14;13,45589692;52,50019765;0
5966;1,12012E+19;11;0;1;1;2020;12;14;3;3;6;4;0;1;0;1;0;0;0;799984,6554;5828112,114;13,42232046;52,52036244;0
5967;1,12008E+19;11;0;4;4;2020;8;14;7;3;5;2;0;0;1;0;1;0;0;791846,2593;5826613,456;13,30140368;52,51134398;0
5968;1,12006E+19;11;0;3;3;2020;6;19;2;3;5;2;0;1;1;0;0;0;0;798147,1552;5835956,484;13,40236519;52,59168399;0
5969;1,12002E+19;11;0;1;1;2020;2;19;4;3;5;5;2;0;1;0;0;0;0;796261,3623;5829996,364;13,36928595;52,53928847;1
5970;1,1201E+19;11;0;2;2;2020;10;4;4;2;5;2;2;0;1;0;0;0;0;802586,285;5827702,138;13,46017461;52,51525052;1
5971;8,2001E+18;8;2;36;46;2020;1;11;5;3;2;6;0;0;1;0;0;0;0;483456,7352;5417063,973;8,774244632;48,90629756;0
5972;1,12002E+19;11;0;10;10;2020;2;18;4;3;2;6;2;0;1;0;0;0;0;812807,8568;5827178,837;13,60982932;52,5047955;1
5973;1,12009E+19;11;0;10;10;2020;9;19;1;2;2;6;1;0;1;0;1;0;0;808980,9767;5827441,049;13,55387092;52,5093259;0
5974;1,12011E+19;11;0;9;9;2020;11;8;6;2;5;2;0;1;1;0;0;0;0;806599,8034;5821136,452;13,51309752;52,45416576;0
5975;1,12009E+19;11;0;4;4;2020;9;11;5;3;6;4;0;0;1;1;0;0;0;791567,6122;5826545,135;13,29724952;52,51088051;0
5976;1,12002E+19;11;0;1;1;2020;2;16;4;3;5;2;0;1;0;0;0;0;1;799315,2223;5827966,539;13,41235264;52,51942544;0
5977;1,12005E+19;11;0;1;1;2020;5;18;3;3;5;3;0;0;1;0;0;0;0;795879,062;5832057,243;13,36550176;52,55796995;0
5978;1,12008E+19;11;0;12;12;2020;8;15;6;1;5;2;0;1;0;0;0;1;0;794559,1815;5833820,741;13,34765472;52,57449384;0
5979;1,12007E+19;11;0;3;3;2020;7;6;2;3;8;1;0;0;0;0;0;1;0;800973,616;5840752,485;13,44832687;52,63311366;0
5980;1,12006E+19;11;0;7;7;2020;6;0;1;3;0;1;2;1;0;0;0;0;0;799610,0398;5815473,027;13,40546943;52,40727677;0
5981;1,12002E+19;11;0;4;4;2020;2;16;4;3;2;6;0;0;1;0;0;0;0;790748,9759;5826314,926;13,28501971;52,50925364;0
5982;1,12009E+19;11;0;1;1;2020;9;9;6;3;5;2;0;0;1;0;0;0;0;796675,0824;5826208,741;13,37198973;52,50511131;1
5983;1,12012E+19;11;0;1;1;2020;12;10;1;3;5;2;0;1;1;0;0;0;0;796418,9866;5826323,368;13,36832972;52,50627802;0
5984;1,12006E+19;11;0;7;7;2020;6;13;4;3;2;6;0;0;1;0;1;0;0;795954,2319;5822693,576;13,35827839;52,47399227;0
5985;8,2001E+18;8;2;26;85;2020;1;13;4;3;8;7;0;0;1;0;0;0;0;490164,0385;5454821,609;8,86485628;49,24608818;0
5986;1,12002E+19;11;0;4;4;2020;2;7;4;3;2;6;0;0;1;0;0;0;0;792283,3499;5826665,293;13,30787154;52,51157466;1
5987;1,12011E+19;11;0;3;3;2020;11;7;5;3;0;2;0;1;1;0;0;0;0;797164,8828;5838899,872;13,39055023;52,61860501;0
5988;1,12009E+19;11;0;6;6;2020;9;14;7;3;5;7;0;0;1;0;0;0;0;783659,0868;5816033,842;13,17209557;52,42080292;0
5989;1,12007E+19;11;0;7;7;2020;7;17;4;3;2;6;0;0;1;0;1;0;0;795657,5336;5823216,435;13,3543864;52,47883999;0
5990;1,12002E+19;11;0;6;6;2020;2;12;4;3;2;6;0;0;1;0;0;0;1;790278,3845;5818358,515;13,27118073;52,43817344;1
5991;1,1201E+19;11;0;3;3;2020;10;0;7;3;5;3;2;1;1;0;0;0;0;799990,4408;5830222,278;13,42430956;52,53927339;1
5992;1,12008E+19;11;0;4;4;2020;8;10;2;3;2;6;0;0;1;0;0;0;0;789033,6875;5826140,696;13,25966486;52,50860316;0
5993;1,12007E+19;11;0;8;8;2020;7;20;6;3;2;6;1;0;1;0;0;0;0;802128,3831;5821880,885;13,44816963;52,46332805;0
5994;1,12005E+19;11;0;4;4;2020;5;22;7;3;2;6;2;0;1;0;0;0;0;793558,4463;5822991,317;13,32336922;52,47795429;0
5995;1,12006E+19;11;0;12;12;2020;6;11;3;3;3;6;0;0;1;0;0;0;0;793370,5403;5836382,989;13,33243377;52,59810479;0
5996;1,1201E+19;11;0;4;4;2020;10;13;7;3;0;6;0;0;1;0;1;0;0;793337,1598;5826864,269;13,32353073;52,5127927;1
5997;1,12002E+19;11;0;3;3;2020;2;9;4;3;6;7;0;0;1;1;0;0;0;798176,0539;5836298,475;13,4030984;52,59473358;1
5998;1,12009E+19;11;0;3;3;2020;9;11;3;3;6;7;0;0;1;1;0;0;0;799188,5158;5831264,054;13,41345914;52,54905215;0
5999;1,12011E+19;11;0;4;4;2020;11;17;6;3;2;6;2;0;1;0;0;0;0;793626,3439;5822994,757;13,32436911;52,47794863;1
6000;1,12006E+19;11;0;1;1;2020;6;4;5;3;2;6;0;0;1;0;1;0;0;798627,6177;5827029,784;13,40140814;52,51140568;0
6001;1,12008E+19;11;0;2;2;2020;8;12;2;3;2;6;0;0;1;0;0;1;0;801633,4547;5828905,791;13,44726724;52,52656673;0
6002;1,12006E+19;11;0;7;7;2020;6;17;3;3;2;6;0;1;0;0;0;0;0;796064,5171;5825437,894;13,36233507;52,498533;0
6003;1,12002E+19;11;0;3;3;2020;2;19;3;2;6;7;2;1;0;1;0;0;0;800053,5192;5832772,314;13,42754115;52,56209533;0
6004;1,1201E+19;11;0;6;6;2020;10;17;2;3;5;2;0;1;1;0;0;0;0;792443,58;5819762,086;13,30417084;52,44960285;0
6005;1,12012E+19;11;0;12;12;2020;12;7;2;3;5;3;0;1;1;0;0;0;0;795440,9192;5833540,902;13,36037881;52,57150743;1
6006;1,12008E+19;11;0;3;3;2020;8;8;4;2;5;2;0;1;1;0;0;0;0;799149,8202;5832223,185;13,41375441;52,55767052;0
6007;1,12007E+19;11;0;2;2;2020;7;22;1;3;0;1;2;0;0;0;1;0;0;801972,337;5826177,49;13,44977149;52,50192528;1
6008;1,12005E+19;11;0;3;3;2020;5;19;3;3;2;6;0;0;1;0;0;0;0;799232,7664;5830360,863;13,41329614;52,54093216;0
6009;1,1201E+19;11;0;5;5;2020;10;20;1;2;9;1;2;0;0;0;1;0;0;782874,1933;5825835,995;13,16889364;52,50910006;0
6010;8,2001E+18;8;2;31;0;2020;1;11;6;3;5;2;0;0;1;0;0;0;0;475720,8581;5415390,941;8,668779065;48,89099263;1
6011;1,12002E+19;11;0;7;7;2020;2;14;3;3;2;6;0;0;1;0;0;0;0;795501,4879;5823360,626;13,35222318;52,48021701;1
6012;1,12009E+19;11;0;6;6;2020;9;15;5;3;3;6;0;0;0;0;1;0;0;793137,8129;5820207,237;13,31474781;52,45322171;0
6013;1,12011E+19;11;0;4;4;2020;11;13;3;3;2;6;0;0;1;0;0;0;0;789155,1731;5826158,542;13,26146539;52,50869877;0
6014;1,12005E+19;11;0;2;2;2020;5;17;3;3;5;3;0;1;1;0;0;0;0;800963,6086;5827852,948;13,43647061;52,51750008;0
6015;1,12008E+19;11;0;4;4;2020;8;18;3;3;3;6;0;0;1;0;1;0;0;792128,2374;5826660,841;13,30558849;52,51161784;0
6016;1,12006E+19;11;0;7;7;2020;6;11;5;2;2;3;0;0;1;0;0;0;1;795850,5156;5822653,121;13,35671996;52,4736858;1
6017;1,12005E+19;11;0;12;12;2020;5;11;2;3;5;3;0;1;1;0;0;0;0;795751,5544;5832691,521;13,36419169;52,56372488;0
6018;1,12002E+19;11;0;7;7;2020;2;8;3;3;5;2;0;0;1;0;0;0;0;795641,247;5823232,978;13,35416196;52,4789971;1
6019;1,12009E+19;11;0;6;6;2020;9;15;4;3;0;7;0;0;1;0;0;0;0;785368,1069;5815751,456;13,19691824;52,41738245;0
6020;1,12012E+19;11;0;3;3;2020;12;12;6;3;1;7;0;0;1;0;0;0;0;801014,5214;5830551,299;13,43966177;52,54165774;0
6021;1,12008E+19;11;0;12;12;2020;8;12;4;2;3;6;0;0;1;0;0;1;0;791707,6406;5833419,327;13,30534305;52,57243121;0
6022;1,12006E+19;11;0;12;12;2020;6;10;7;3;0;1;0;0;0;0;1;0;0;795547,7034;5833264,795;13,36170382;52,56897442;0
6023;1,1201E+19;11;0;7;7;2020;10;12;1;3;6;4;0;0;1;1;0;0;0;796369,11;5815266,775;13,35778264;52,40719177;1
6024;8,2001E+18;8;1;27;14;2020;1;14;5;3;1;2;0;0;1;0;0;0;0;577619,0926;5438526,501;10,06322896;49,09469051;0
6025;1,12002E+19;11;0;7;7;2020;2;8;3;2;2;2;0;0;1;0;0;1;0;794616,8686;5823115,435;13,33901828;52,47849699;1
6026;1,12011E+19;11;0;4;4;2020;11;18;4;3;2;6;2;0;1;0;0;0;0;791455,3516;5830452,38;13,29902526;52,54596837;0
6027;1,12009E+19;11;0;9;9;2020;9;18;3;3;2;6;0;1;1;0;0;0;0;802831,7393;5825421,682;13,46170655;52,49467478;0
6028;1,12008E+19;11;0;4;4;2020;8;16;2;3;2;6;0;0;1;0;0;0;1;790539,3168;5827389,434;13,28287737;52,51899836;0
6029;1,12002E+19;11;0;5;5;2020;2;22;3;2;6;2;2;0;1;1;0;0;0;783503,8366;5826699,168;13,1788817;52,51651261;0
6030;1,1201E+19;11;0;7;7;2020;10;17;6;2;2;6;0;0;1;0;0;0;0;798432,6265;5818299,316;13,39073278;52,43325441;0
6031;1,12008E+19;11;0;3;3;2020;8;19;4;3;5;2;0;1;1;0;0;0;0;800945,5409;5830490,988;13,43859306;52,54115526;0
6032;1,12007E+19;11;0;12;12;2020;7;17;5;2;5;2;0;0;1;0;1;0;0;791886,7808;5838999,799;13,31289805;52,62236182;0
6033;1,12006E+19;11;0;7;7;2020;6;15;6;3;1;5;0;0;0;0;0;0;1;798483,2847;5818116,347;13,39131239;52,43158667;0
6034;1,12002E+19;11;0;3;3;2020;2;19;3;3;0;2;1;1;0;0;0;0;0;799993,8231;5830221,194;13,4243583;52,5392618;0
6035;1,12009E+19;11;0;1;1;2020;9;16;5;3;3;2;0;0;1;0;0;0;1;799573,427;5828293,924;13,41644153;52,52221815;0
6036;1,12012E+19;11;0;10;10;2020;12;15;4;3;5;2;0;1;0;0;0;1;0;810873,0961;5827087,804;13,58133122;52,50508545;0
6037;1,12006E+19;11;0;6;6;2020;6;10;2;3;5;2;0;1;1;0;0;0;0;793129,7112;5820202,423;13,3146247;52,4531829;0
6038;1,12005E+19;11;0;3;3;2020;5;18;1;3;2;6;0;0;1;0;0;0;0;801171,9553;5830806,318;13,44220737;52,54385651;0
6039;1,12002E+19;11;0;7;7;2020;2;17;3;3;2;6;1;0;1;0;0;0;0;796076,226;5825500,154;13,3625624;52,49908476;0
6040;1,1201E+19;11;0;4;4;2020;10;6;5;3;3;6;0;0;1;0;0;1;0;792364,3562;5823538,606;13,30631729;52,48350119;0
6041;1,12012E+19;11;0;1;1;2020;12;21;1;3;5;3;2;1;1;0;0;0;0;795878,06;5832062,625;13,36549182;52,55801873;0
6042;1,12008E+19;11;0;6;6;2020;8;16;5;2;0;1;0;1;0;0;0;0;0;778635,9093;5814915,513;13,09748979;52,41335541;0
6043;1,12006E+19;11;0;1;1;2020;6;16;2;3;2;2;0;0;1;0;0;0;0;796184,661;5830195,038;13,36833544;52,54111107;0
6044;1,12002E+19;11;0;1;1;2020;2;12;3;3;5;7;0;0;1;0;0;0;0;797309,3495;5826776,564;13,38181415;52,50985596;1
6045;1,1201E+19;11;0;4;4;2020;10;11;2;3;6;7;0;0;1;1;0;0;0;786538,6557;5825907,12;13,22280198;52,50782526;1
6046;8,2001E+18;8;2;25;67;2020;1;14;5;2;9;1;0;0;1;0;0;0;0;510032,9162;5462539,907;9,13804347;49,31551223;0
6047;1,12002E+19;11;0;10;10;2020;2;13;2;3;2;6;0;0;1;0;0;0;1;811012,1586;5827105,851;13,58339032;52,50516793;0
6048;1,12011E+19;11;0;4;4;2020;11;17;6;2;6;4;2;1;0;1;0;0;0;793016,8497;5826810,518;13,31877689;52,51248301;0
6049;1,12009E+19;11;0;4;4;2020;9;16;5;3;5;2;0;0;1;0;1;0;0;790429,7194;5826379,217;13,28038493;52,51000008;0
6050;1,12002E+19;11;0;3;3;2020;2;6;2;3;2;6;2;0;1;0;0;0;1;797985,8052;5834238,385;13,39844548;52,57637213;0
6051;1,12008E+19;11;0;11;11;2020;8;15;5;3;5;2;0;1;1;0;0;0;0;804249,8349;5827531,79;13,48445849;52,51279834;0
6052;1,12007E+19;11;0;2;2;2020;7;5;6;3;0;6;1;0;1;0;1;0;0;797745,2178;5824551,283;13,38622819;52,4896712;0
6053;1,12006E+19;11;0;7;7;2020;6;16;6;3;2;6;0;0;1;0;0;0;0;798476,5283;5822094,574;13,39476811;52,46725051;0
6054;1,12002E+19;11;0;1;1;2020;2;19;2;2;6;7;2;0;0;1;0;0;1;798083,1382;5827664,182;13,39397713;52,51739006;0
6055;1,12009E+19;11;0;7;7;2020;9;18;5;2;5;3;0;1;0;0;0;0;1;797848,7749;5822303,343;13,38574087;52,46946449;0
6056;1,12012E+19;11;0;4;4;2020;12;11;6;3;2;6;0;0;1;0;0;0;0;790835,266;5826825,443;13,28673372;52,51378443;0
6057;1,12006E+19;11;0;2;2;2020;6;19;3;3;5;2;0;0;1;0;0;0;1;801682,9789;5828877,707;13,44796955;52,52628761;0
6058;8,2001E+18;8;2;15;21;2020;1;18;4;3;3;6;2;0;1;0;0;0;0;469519,9052;5448032,274;8,581731777;49,18433785;2
6059;1,12002E+19;11;0;7;7;2020;2;15;2;2;3;6;0;0;1;0;0;1;0;795078,8789;5822441,949;13,3452055;52,47221018;0
6060;1,12009E+19;11;0;12;12;2020;9;10;6;3;0;1;0;0;0;0;1;0;0;791966,818;5832694,766;13,30851871;52,5657968;1
6061;1,12007E+19;11;0;4;4;2020;7;21;3;3;1;5;2;0;0;0;1;0;1;791635,3865;5826577,862;13,29827403;52,51113767;0
6062;1,12002E+19;11;0;4;4;2020;2;15;2;3;1;5;0;0;1;0;0;0;0;792649,9801;5826748,417;13,31333165;52,51212326;0
6063;1,1201E+19;11;0;7;7;2020;10;16;6;3;2;6;0;0;1;0;0;0;0;797933,838;5822324,342;13,38700817;52,46960634;0
6064;1,12012E+19;11;0;12;12;2020;12;20;5;2;4;6;2;0;1;0;0;0;0;793987,7672;5835218,379;13,34048672;52,58733161;1
6065;1,12008E+19;11;0;1;1;2020;8;13;1;2;0;1;0;1;0;0;0;0;0;795992,3975;5827313,163;13,36294315;52,51538225;0
6066;1,12007E+19;11;0;7;7;2020;7;9;6;3;2;6;0;0;1;0;0;0;1;797447,6472;5817844,924;13,3758829;52,42971771;1
6067;1,12006E+19;11;0;3;3;2020;6;19;3;3;5;3;0;1;1;0;0;0;0;800621,877;5829920,517;13,43331883;52,53622067;0
6068;1,1201E+19;11;0;6;6;2020;10;13;5;2;5;2;0;1;1;0;0;0;0;789782,981;5817986,376;13,26359064;52,43509978;0
6069;1,12002E+19;11;0;7;7;2020;2;16;1;3;1;5;0;1;0;0;1;0;0;797766,8828;5823724,826;13,38580801;52,48225114;0
6070;1,12009E+19;11;0;10;10;2020;9;10;2;3;5;2;0;0;1;0;0;0;0;813544,98;5827160,02;13,62063621;52,50420381;0
6071;1,12011E+19;11;0;9;9;2020;11;13;5;3;2;7;0;0;1;0;0;0;1;806360,293;5821369,598;13,50979773;52,45638959;0
6072;1,12006E+19;11;0;6;6;2020;6;13;4;3;0;6;0;0;1;0;0;0;1;790527,6978;5818527,202;13,2749847;52,43955337;0
6073;1,12008E+19;11;0;7;7;2020;8;11;1;3;1;5;0;1;1;0;0;0;0;797900,3176;5820336,811;13,38474242;52,45180858;0
6074;1,12006E+19;11;0;7;7;2020;6;14;3;3;6;2;0;1;1;1;0;0;0;797773,9315;5823580,877;13,38578293;52,48095696;0
6075;1,12002E+19;11;0;1;1;2020;2;14;1;3;5;3;0;0;1;0;0;0;0;796437,1126;5826316,083;13,36858951;52,50620287;0
6076;1,1201E+19;11;0;4;4;2020;10;18;2;3;2;6;1;0;1;0;0;0;0;790873,0037;5824706,885;13,28543739;52,4947714;1
6077;1,12012E+19;11;0;4;4;2020;12;1;7;2;9;1;2;0;1;0;0;0;0;791066,35;5824656,223;13,28823304;52,49421414;1
6078;1,12008E+19;11;0;1;1;2020;8;13;3;3;2;2;0;0;1;0;0;0;0;799762,7238;5828628,686;13,41952494;52,52511472;0
6079;1,12007E+19;11;0;3;3;2020;7;17;5;3;5;3;0;1;0;0;1;0;0;798167,6344;5836140,641;13,40283238;52,59332346;0
6080;1,12005E+19;11;0;4;4;2020;5;7;2;3;2;6;0;0;1;0;0;0;0;791087,3514;5829213,479;13,29252828;52,53505852;1
6081;1,1201E+19;11;0;1;1;2020;10;19;6;2;5;3;2;0;1;0;0;0;0;795861,8559;5832068,44;13,36525867;52,55807966;1
6082;8,2001E+18;8;1;36;65;2020;1;16;6;3;0;1;0;0;0;0;1;0;0;557907,7533;5405925,163;9,788618665;48,80361786;0
6083;1,12002E+19;11;0;4;4;2020;2;7;1;3;9;1;0;0;1;0;0;0;0;790703,2325;5824944,65;13,28315124;52,49699342;0
6084;1,12009E+19;11;0;10;10;2020;9;10;4;3;2;6;0;0;1;0;0;0;1;811554,3412;5827130,998;13,59137615;52,50508397;0
6085;1,12011E+19;11;0;4;4;2020;11;15;2;3;6;4;0;0;1;1;0;0;0;791583,4084;5826547,804;13,29748395;52,51089599;0
6086;1,12005E+19;11;0;3;3;2020;5;10;3;3;6;4;0;0;0;1;0;0;1;800851,8331;5830338,794;13,43707767;52,53984287;0
6087;1,12008E+19;11;0;4;4;2020;8;12;2;3;2;6;0;0;1;0;1;0;0;790464,8329;5827605,458;13,28197137;52,5209747;0
6088;1,12006E+19;11;0;1;1;2020;6;19;4;3;0;2;0;1;1;0;0;0;0;796218,9429;5825863,382;13,36498173;52,50226332;0
6089;1,12005E+19;11;0;1;1;2020;5;18;1;3;5;3;0;1;1;0;0;0;0;796271,1648;5830253,498;13,36965936;52,54158809;0
6090;1,12002E+19;11;0;1;1;2020;2;20;7;3;0;5;0;1;1;0;0;0;0;796996,5993;5826722,987;13,37717158;52,50954606;0
6091;1,12009E+19;11;0;4;4;2020;9;9;4;3;5;7;0;0;1;0;0;1;0;791574,64;5826546,338;13,29735383;52,51088753;0
6092;1,12012E+19;11;0;3;3;2020;12;12;5;3;2;6;0;0;1;0;0;0;0;797974,1873;5834638,834;13,39863448;52,57996795;0
